station_id,name,district_id,district_name,taluk,station_type,jurisdiction_area_km2,population_served,officer_quota,latitude,longitude,established_year,is_cyber_cell,is_traffic_cell,phone,address
STN-KA-YDG-0008,Shorapur PS-9,KA-YDG,Yadgir,Shorapur,rural,213.23,3174,9,16.373827,76.590171,1976,false,true,080-24307726,"Near Main Road, Shorapur, Yadgir"
STN-KA-YDG-0009,Shorapur PS-10,KA-YDG,Yadgir,Shorapur,town,90.74,32492,10,16.48036,77.16235,1987,false,false,080-29681652,"Near Court Complex, Shorapur, Yadgir"
STN-KA-VKT-0000,Hosapete Rural PS,KA-VKT,Vijayanagara,Hosapete,rural,273.24,9876,4,14.98968,75.931652,1988,false,true,080-22251636,"Near Bus Stand, Hosapete, Vijayanagara"
STN-KA-VKT-0001,Hosapete PS-2,KA-VKT,Vijayanagara,Hosapete,rural,297.71,11541,6,15.120048,75.858278,1982,false,false,080-22403234,"Near Bus Stand, Hosapete, Vijayanagara"
STN-KA-VKT-0002,Hosapete PS-3,KA-VKT,Vijayanagara,Hosapete,town,62.33,35248,30,15.283956,76.093781,1969,false,false,080-26357590,"Near Main Road, Hosapete, Vijayanagara"
STN-KA-VKT-0003,Hosapete PS-4,KA-VKT,Vijayanagara,Hosapete,town,44.95,63317,30,15.090256,76.033462,1984,true,false,080-24591031,"Near Main Road, Hosapete, Vijayanagara"
STN-KA-VKT-0004,Hosapete PS-5,KA-VKT,Vijayanagara,Hosapete,town,146.25,26187,19,14.876432,76.04423,1986,false,false,080-20804690,"Near Bus Stand, Hosapete, Vijayanagara"
STN-KA-VKT-0005,Hosapete PS-6,KA-VKT,Vijayanagara,Hosapete,rural,270.81,16194,6,15.007249,76.280661,1969,false,true,080-29522089,"Near Taluk Office, Hosapete, Vijayanagara"
STN-KA-VKT-0006,Hagaribommanahalli PS-7,KA-VKT,Vijayanagara,Hagaribommanahalli,town,106.7,42651,24,15.151168,76.047801,2009,false,true,080-27176707,"Near Bus Stand, Hagaribommanahalli, Vijayanagara"
STN-KA-VKT-0007,Hagaribommanahalli PS-8,KA-VKT,Vijayanagara,Hagaribommanahalli,rural,256.98,5953,5,15.383962,76.461407,1971,false,true,080-24795781,"Near Court Complex, Hagaribommanahalli, Vijayanagara"
STN-KA-VKT-0008,Hagaribommanahalli PS-9,KA-VKT,Vijayanagara,Hagaribommanahalli,town,80.88,27881,26,15.358306,76.08383,1974,false,false,080-27129962,"Near Taluk Office, Hagaribommanahalli, Vijayanagara"
STN-KA-VKT-0009,Hadagali PS-10,KA-VKT,Vijayanagara,Hadagali,town,109.34,15551,15,15.523039,75.92237,1996,false,false,080-20854070,"Near Court Complex, Hadagali, Vijayanagara"
STN-KA-VKT-0010,Hadagali PS-11,KA-VKT,Vijayanagara,Hadagali,rural,189.63,6862,11,15.034836,75.949146,2000,false,false,080-28649141,"Near Main Road, Hadagali, Vijayanagara"
STN-KA-VKT-0011,Hadagali PS-12,KA-VKT,Vijayanagara,Hadagali,rural,170.12,13765,5,14.804124,76.423137,1973,false,true,080-27227688,"Near Court Complex, Hadagali, Vijayanagara"
STN-KA-VKT-0012,Harapanahalli PS-13,KA-VKT,Vijayanagara,Harapanahalli,town,91.72,73886,18,15.176559,76.062017,1996,false,true,080-24521152,"Near Main Road, Harapanahalli, Vijayanagara"
STN-KA-VKT-0013,Harapanahalli PS-14,KA-VKT,Vijayanagara,Harapanahalli,rural,198.96,3190,5,14.951654,75.828179,2000,false,false,080-20530269,"Near Bus Stand, Harapanahalli, Vijayanagara"
STN-KA-VKT-0014,Harapanahalli PS-15,KA-VKT,Vijayanagara,Harapanahalli,town,145.16,65193,25,15.05991,76.335075,2001,false,false,080-26523795,"Near Bus Stand, Harapanahalli, Vijayanagara"
STN-KA-VKT-0015,Hoovina Hadagali PS-16,KA-VKT,Vijayanagara,Hoovina Hadagali,town,125.13,75536,17,15.342648,76.039499,1951,false,true,080-28152539,"Near Main Road, Hoovina Hadagali, Vijayanagara"
STN-KA-VKT-0016,Hoovina Hadagali PS-17,KA-VKT,Vijayanagara,Hoovina Hadagali,rural,328.93,6768,7,15.333064,76.100411,2010,false,false,080-28427765,"Near Bus Stand, Hoovina Hadagali, Vijayanagara"
STN-KA-VKT-0017,Hoovina Hadagali PS-18,KA-VKT,Vijayanagara,Hoovina Hadagali,town,100.94,25789,11,15.592319,76.450369,2004,true,true,080-20854889,"Near Court Complex, Hoovina Hadagali, Vijayanagara"
STN-KA-CTV-0000,Chitradurga Rural PS,KA-CTV,Chitradurga,Chitradurga,rural,493.04,16961,12,14.327073,76.24649,1964,false,true,080-25889214,"Near Court Complex, Chitradurga, Chitradurga"
STN-KA-CTV-0001,Chitradurga PS-2,KA-CTV,Chitradurga,Chitradurga,town,35.71,52157,25,14.808482,76.290686,1973,false,false,080-25608323,"Near Taluk Office, Chitradurga, Chitradurga"
STN-KA-CTV-0002,Chitradurga PS-3,KA-CTV,Chitradurga,Chitradurga,town,31.64,53412,21,14.504714,76.414427,1985,false,false,080-21784517,"Near Bus Stand, Chitradurga, Chitradurga"
STN-KA-CTV-0003,Challakere PS-4,KA-CTV,Chitradurga,Challakere,town,146.2,34960,24,13.97488,76.691921,1993,false,false,080-23388982,"Near Bus Stand, Challakere, Chitradurga"
STN-KA-CTV-0004,Challakere PS-5,KA-CTV,Chitradurga,Challakere,town,80.19,55526,30,14.810849,76.260938,2003,false,false,080-20366999,"Near Bus Stand, Challakere, Chitradurga"
STN-KA-CTV-0005,Challakere PS-6,KA-CTV,Chitradurga,Challakere,rural,165.91,9232,11,14.584694,76.98323,1959,true,false,080-26444974,"Near Court Complex, Challakere, Chitradurga"
STN-KA-CTV-0006,Hiriyur PS-7,KA-CTV,Chitradurga,Hiriyur,rural,151.26,3290,11,14.403818,76.848521,1983,false,true,080-24504928,"Near Main Road, Hiriyur, Chitradurga"
STN-KA-CTV-0007,Hiriyur PS-8,KA-CTV,Chitradurga,Hiriyur,town,94.03,29416,14,14.773383,76.246368,1981,false,true,080-21949258,"Near Main Road, Hiriyur, Chitradurga"
STN-KA-CTV-0008,Hiriyur PS-9,KA-CTV,Chitradurga,Hiriyur,rural,263.6,7378,8,14.224635,76.251537,1951,false,true,080-24692416,"Near Bus Stand, Hiriyur, Chitradurga"
STN-KA-CTV-0009,Holalkere PS-10,KA-CTV,Chitradurga,Holalkere,rural,492.57,15516,8,14.770026,76.770875,1976,false,true,080-24509606,"Near Bus Stand, Holalkere, Chitradurga"
STN-KA-CTV-0010,Holalkere PS-11,KA-CTV,Chitradurga,Holalkere,rural,404.2,18696,6,14.35939,76.934038,1972,true,false,080-23026721,"Near Taluk Office, Holalkere, Chitradurga"
STN-KA-CTV-0011,Holalkere PS-12,KA-CTV,Chitradurga,Holalkere,town,136.23,34621,12,14.145254,77.018218,2001,true,false,080-20197778,"Near Main Road, Holalkere, Chitradurga"
STN-KA-CTV-0012,Hosadurga PS-13,KA-CTV,Chitradurga,Hosadurga,rural,154.74,7331,8,14.042636,76.764646,1951,false,true,080-21784071,"Near Taluk Office, Hosadurga, Chitradurga"
STN-KA-CTV-0013,Hosadurga PS-14,KA-CTV,Chitradurga,Hosadurga,town,87.65,31383,25,14.143809,76.689174,1984,false,true,080-20747019,"Near Main Road, Hosadurga, Chitradurga"
STN-KA-CTV-0014,Hosadurga PS-15,KA-CTV,Chitradurga,Hosadurga,rural,295.35,3786,10,14.047377,76.789828,1978,false,false,080-21885904,"Near Court Complex, Hosadurga, Chitradurga"
STN-KA-CTV-0015,Molakalmuru PS-16,KA-CTV,Chitradurga,Molakalmuru,town,56.94,56833,20,14.260494,77.032232,1960,false,false,080-22987481,"Near Court Complex, Molakalmuru, Chitradurga"
STN-KA-CTV-0016,Molakalmuru PS-17,KA-CTV,Chitradurga,Molakalmuru,rural,202.58,12404,8,14.816234,76.795559,1983,false,false,080-21281267,"Near Main Road, Molakalmuru, Chitradurga"
STN-KA-CTV-0017,Molakalmuru PS-18,KA-CTV,Chitradurga,Molakalmuru,town,47.59,72709,28,14.859585,76.450629,1961,false,true,080-26459520,"Near Taluk Office, Molakalmuru, Chitradurga"
STN-KA-BLR2-0000,Ballari Town PS,KA-BLR2,Ballari,Ballari,town,87.75,53707,30,15.106548,76.884537,2013,false,false,080-26452974,"Near Main Road, Ballari, Ballari"
STN-KA-BLR2-0001,Ballari PS-2,KA-BLR2,Ballari,Ballari,rural,433.95,10706,7,15.595124,76.512008,2010,false,false,080-20999542,"Near Taluk Office, Ballari, Ballari"
STN-KA-BLR2-0002,Ballari PS-3,KA-BLR2,Ballari,Ballari,town,134.01,70344,27,14.993998,77.079475,1957,false,true,080-22400426,"Near Court Complex, Ballari, Ballari"
STN-KA-BLR2-0003,Ballari PS-4,KA-BLR2,Ballari,Ballari,city,22.4,105579,56,14.824149,76.755671,1960,false,true,080-26987624,"Near Bus Stand, Ballari, Ballari"
STN-KA-BLR2-0004,Ballari PS-5,KA-BLR2,Ballari,Ballari,town,46.81,71628,20,15.425118,76.986673,1986,true,true,080-20538869,"Near Bus Stand, Ballari, Ballari"
STN-KA-BLR2-0005,Ballari PS-6,KA-BLR2,Ballari,Ballari,town,129.92,43823,17,15.54516,76.690279,1961,false,false,080-22099389,"Near Bus Stand, Ballari, Ballari"
STN-KA-BLR2-0006,Ballari PS-7,KA-BLR2,Ballari,Ballari,rural,214.29,18349,10,15.461803,76.615377,1997,false,true,080-21818665,"Near Main Road, Ballari, Ballari"
STN-KA-BLR2-0007,Ballari PS-8,KA-BLR2,Ballari,Ballari,city,14.07,175582,47,14.969528,76.507684,1989,true,true,080-20543024,"Near Bus Stand, Ballari, Ballari"
STN-KA-BLR2-0008,Ballari PS-9,KA-BLR2,Ballari,Ballari,town,98.41,73413,20,15.554807,76.505935,1995,false,false,080-28392233,"Near Bus Stand, Ballari, Ballari"
STN-KA-BLR2-0009,Hagaribommanahalli PS-10,KA-BLR2,Ballari,Hagaribommanahalli,town,117.08,22763,26,15.201742,77.042542,1953,false,false,080-29837458,"Near Main Road, Hagaribommanahalli, Ballari"
STN-KA-BLR2-0010,Hagaribommanahalli PS-11,KA-BLR2,Ballari,Hagaribommanahalli,town,111.88,22227,16,15.415061,76.612733,2014,false,false,080-28779300,"Near Taluk Office, Hagaribommanahalli, Ballari"
STN-KA-BLR2-0011,Hagaribommanahalli PS-12,KA-BLR2,Ballari,Hagaribommanahalli,rural,276.11,4311,7,14.967057,76.927271,1959,false,false,080-28347047,"Near Main Road, Hagaribommanahalli, Ballari"
STN-KA-BLR2-0012,Hagaribommanahalli PS-13,KA-BLR2,Ballari,Hagaribommanahalli,city,8.57,468058,33,14.935774,76.706926,1958,false,false,080-21497018,"Near Main Road, Hagaribommanahalli, Ballari"
STN-KA-BLR2-0013,Hagaribommanahalli PS-14,KA-BLR2,Ballari,Hagaribommanahalli,town,85.29,67939,13,14.831674,77.101302,2001,false,false,080-22163996,"Near Court Complex, Hagaribommanahalli, Ballari"
STN-KA-BLR2-0014,Hagaribommanahalli PS-15,KA-BLR2,Ballari,Hagaribommanahalli,town,104.96,64158,18,15.296491,76.950707,1981,false,false,080-22593123,"Near Main Road, Hagaribommanahalli, Ballari"
STN-KA-BLR2-0015,Hagaribommanahalli PS-16,KA-BLR2,Ballari,Hagaribommanahalli,town,98.42,60885,12,15.172702,76.949739,2009,true,true,080-21817783,"Near Court Complex, Hagaribommanahalli, Ballari"
STN-KA-BLR2-0016,Sandur PS-17,KA-BLR2,Ballari,Sandur,rural,261.05,9967,5,15.0227,76.526798,1969,false,true,080-23581434,"Near Taluk Office, Sandur, Ballari"
STN-KA-BLR2-0017,Sandur PS-18,KA-BLR2,Ballari,Sandur,city,29.7,473904,45,14.969194,76.51606,2004,false,false,080-21402429,"Near Bus Stand, Sandur, Ballari"
STN-KA-BLR2-0018,Sandur PS-19,KA-BLR2,Ballari,Sandur,city,11.85,286674,51,15.464439,76.564709,2004,false,false,080-22760410,"Near Bus Stand, Sandur, Ballari"
STN-KA-BLR2-0019,Sandur PS-20,KA-BLR2,Ballari,Sandur,town,87.8,31061,28,15.458413,76.892636,1975,true,false,080-22426274,"Near Taluk Office, Sandur, Ballari"
STN-KA-BLR2-0020,Sandur PS-21,KA-BLR2,Ballari,Sandur,town,137.58,51472,23,15.216553,76.502574,2007,false,false,080-27538483,"Near Main Road, Sandur, Ballari"
STN-KA-BLR2-0021,Sandur PS-22,KA-BLR2,Ballari,Sandur,city,10.47,336306,36,15.561902,77.180221,1951,false,false,080-25065787,"Near Taluk Office, Sandur, Ballari"
STN-KA-BLR2-0022,Sandur PS-23,KA-BLR2,Ballari,Sandur,city,22.48,265160,56,15.218536,77.035557,1964,false,false,080-26259939,"Near Bus Stand, Sandur, Ballari"
STN-KA-BLR2-0023,Siruguppa PS-24,KA-BLR2,Ballari,Siruguppa,town,75.79,67343,29,15.596291,77.064158,1963,true,true,080-26900127,"Near Main Road, Siruguppa, Ballari"
STN-KA-BLR2-0024,Siruguppa PS-25,KA-BLR2,Ballari,Siruguppa,rural,340.66,19494,8,15.481364,76.64831,2008,false,true,080-27878148,"Near Main Road, Siruguppa, Ballari"
STN-KA-BLR2-0025,Siruguppa PS-26,KA-BLR2,Ballari,Siruguppa,town,139.68,61879,21,15.206049,76.687326,1983,false,false,080-26957788,"Near Bus Stand, Siruguppa, Ballari"
STN-KA-BLR2-0026,Siruguppa PS-27,KA-BLR2,Ballari,Siruguppa,city,27.5,130412,40,14.993465,77.181443,1974,false,false,080-20865385,"Near Court Complex, Siruguppa, Ballari"
STN-KA-BLR2-0027,Siruguppa PS-28,KA-BLR2,Ballari,Siruguppa,town,76.85,51697,23,14.879662,77.06082,2014,true,false,080-26576872,"Near Taluk Office, Siruguppa, Ballari"
STN-KA-BLR2-0028,Siruguppa PS-29,KA-BLR2,Ballari,Siruguppa,town,54.45,11512,29,15.536476,76.555141,1998,true,false,080-27611927,"Near Taluk Office, Siruguppa, Ballari"
STN-KA-BLR2-0029,Siruguppa PS-30,KA-BLR2,Ballari,Siruguppa,town,137.75,42145,18,15.019972,77.154483,1952,false,false,080-21735086,"Near Main Road, Siruguppa, Ballari"
STN-KA-RBG-0000,Dharwad Rural PS,KA-RBG,Dharwad,Dharwad,rural,199.64,6040,9,15.565088,74.924783,1962,false,true,080-21234399,"Near Court Complex, Dharwad, Dharwad"
STN-KA-RBG-0001,Dharwad PS-2,KA-RBG,Dharwad,Dharwad,city,10.26,382163,35,15.561455,75.1958,1954,true,false,080-25818065,"Near Court Complex, Dharwad, Dharwad"
STN-KA-RBG-0002,Dharwad PS-3,KA-RBG,Dharwad,Dharwad,city,8.96,151106,46,15.286523,75.018934,1977,true,true,080-21399937,"Near Bus Stand, Dharwad, Dharwad"
STN-KA-RBG-0003,Dharwad PS-4,KA-RBG,Dharwad,Dharwad,town,53.91,48577,25,15.405063,75.039965,1974,false,true,080-24715786,"Near Court Complex, Dharwad, Dharwad"
STN-KA-RBG-0004,Dharwad PS-5,KA-RBG,Dharwad,Dharwad,city,19.59,466336,43,15.438532,74.963004,1990,false,false,080-27202676,"Near Bus Stand, Dharwad, Dharwad"
STN-KA-RBG-0005,Dharwad PS-6,KA-RBG,Dharwad,Dharwad,town,105.92,14424,28,15.317389,75.296012,1995,false,true,080-25413691,"Near Court Complex, Dharwad, Dharwad"
STN-KA-RBG-0006,Dharwad PS-7,KA-RBG,Dharwad,Dharwad,town,38.72,29010,10,15.475317,75.230082,1977,false,false,080-23903198,"Near Main Road, Dharwad, Dharwad"
STN-KA-RBG-0007,Dharwad PS-8,KA-RBG,Dharwad,Dharwad,rural,226.11,5451,10,15.472853,75.061123,1990,true,true,080-28286841,"Near Court Complex, Dharwad, Dharwad"
STN-KA-RBG-0008,Dharwad PS-9,KA-RBG,Dharwad,Dharwad,city,29.76,139726,37,15.314015,75.1862,1950,false,true,080-26758043,"Near Main Road, Dharwad, Dharwad"
STN-KA-RBG-0009,Hubballi PS-10,KA-RBG,Dharwad,Hubballi,city,13.43,485080,38,15.360138,75.13387,1990,false,true,080-25007056,"Near Court Complex, Hubballi, Dharwad"
STN-KA-RBG-0010,Hubballi PS-11,KA-RBG,Dharwad,Hubballi,rural,192.49,3959,4,15.255494,75.396124,2005,false,true,080-26188771,"Near Main Road, Hubballi, Dharwad"
STN-KA-RBG-0011,Hubballi PS-12,KA-RBG,Dharwad,Hubballi,city,11.49,209535,40,15.307965,74.902203,1967,false,true,080-25357513,"Near Bus Stand, Hubballi, Dharwad"
STN-KA-RBG-0012,Hubballi PS-13,KA-RBG,Dharwad,Hubballi,rural,332.62,19059,11,15.290332,74.958287,1987,false,false,080-24066398,"Near Bus Stand, Hubballi, Dharwad"
STN-KA-RBG-0013,Hubballi PS-14,KA-RBG,Dharwad,Hubballi,city,6.88,401534,56,15.395058,75.00427,2015,false,false,080-25231562,"Near Court Complex, Hubballi, Dharwad"
STN-KA-RBG-0014,Hubballi PS-15,KA-RBG,Dharwad,Hubballi,town,42.68,60538,29,15.281208,75.040123,1958,false,true,080-25153067,"Near Main Road, Hubballi, Dharwad"
STN-KA-RBG-0015,Hubballi PS-16,KA-RBG,Dharwad,Hubballi,town,42.86,70404,10,15.464754,75.071585,1983,true,false,080-25946295,"Near Court Complex, Hubballi, Dharwad"
STN-KA-RBG-0016,Kalghatagi PS-17,KA-RBG,Dharwad,Kalghatagi,town,90.26,67847,13,15.459449,75.239201,2004,true,true,080-22963613,"Near Taluk Office, Kalghatagi, Dharwad"
STN-KA-RBG-0017,Kalghatagi PS-18,KA-RBG,Dharwad,Kalghatagi,rural,167.46,10195,4,15.430092,74.94326,1962,false,false,080-26787380,"Near Court Complex, Kalghatagi, Dharwad"
STN-KA-RBG-0018,Kalghatagi PS-19,KA-RBG,Dharwad,Kalghatagi,rural,457.83,9740,9,15.45476,75.223512,1986,false,true,080-28442968,"Near Court Complex, Kalghatagi, Dharwad"
STN-KA-RBG-0019,Kalghatagi PS-20,KA-RBG,Dharwad,Kalghatagi,town,112.55,19103,20,15.256733,74.807641,2010,false,true,080-24426369,"Near Main Road, Kalghatagi, Dharwad"
STN-KA-RBG-0020,Kalghatagi PS-21,KA-RBG,Dharwad,Kalghatagi,town,132.37,10131,17,15.243754,75.291356,1987,false,false,080-22806907,"Near Bus Stand, Kalghatagi, Dharwad"
STN-KA-RBG-0021,Kalghatagi PS-22,KA-RBG,Dharwad,Kalghatagi,city,7.5,307248,51,15.345716,74.808137,1995,false,false,080-28687763,"Near Court Complex, Kalghatagi, Dharwad"
STN-KA-RBG-0022,Kalghatagi PS-23,KA-RBG,Dharwad,Kalghatagi,city,11.75,127542,51,15.399133,74.946621,2005,false,false,080-23252130,"Near Court Complex, Kalghatagi, Dharwad"
STN-KA-RBG-0023,Navalgund PS-24,KA-RBG,Dharwad,Navalgund,city,29.14,285546,38,15.35641,75.050377,1985,false,true,080-28725456,"Near Taluk Office, Navalgund, Dharwad"
STN-KA-RBG-0024,Navalgund PS-25,KA-RBG,Dharwad,Navalgund,city,15.84,465414,33,15.570893,74.888279,1969,false,true,080-29364049,"Near Bus Stand, Navalgund, Dharwad"
STN-KA-RBG-0025,Navalgund PS-26,KA-RBG,Dharwad,Navalgund,town,37.75,15367,28,15.221277,74.983493,2005,false,false,080-20837217,"Near Taluk Office, Navalgund, Dharwad"
STN-KA-RBG-0026,Navalgund PS-27,KA-RBG,Dharwad,Navalgund,town,63.99,30321,18,15.598366,74.918036,1960,false,true,080-25949741,"Near Bus Stand, Navalgund, Dharwad"
STN-KA-RBG-0027,Navalgund PS-28,KA-RBG,Dharwad,Navalgund,rural,184.35,13182,10,15.471569,74.993488,1967,false,true,080-22276513,"Near Court Complex, Navalgund, Dharwad"
STN-KA-RBG-0028,Navalgund PS-29,KA-RBG,Dharwad,Navalgund,town,40.27,70444,23,15.255444,75.065141,1990,false,false,080-25998844,"Near Court Complex, Navalgund, Dharwad"
STN-KA-RBG-0029,Navalgund PS-30,KA-RBG,Dharwad,Navalgund,town,80.46,13463,14,15.514653,75.148193,1997,true,false,080-29488767,"Near Taluk Office, Navalgund, Dharwad"
